,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,list
3946,1404471392331087878,1404382685955514368,2021-06-14 23:10:48 SE Asia Standard Time,2021-06-14,23:10:48,700,592414530,mikeroscoe67,Mike Roscoe,,"@eris_mumu_23 @AlexSampson83 @JulietJeater @AyoCaesar Same goes for those Palestinian supporters who claim they want ""peace"" while turning a blind eye to the rockets &amp; murders. I support the peacemakers from both sides, the rest can get in the bin.",en,[],[],[],1,0,1,[],[],https://twitter.com/mikeroscoe67/status/1404471392331087878,False,,0,,,,,,,,"{'screen_name': 'eris_mumu_23', 'name': ""Flaubert's Parrot #Free Palestine 🇵🇸"", 'id': '300743557'}, {'screen_name': 'AlexSampson83', 'name': 'Alex Sampson', 'id': '968875962002739200'}, {'screen_name': 'JulietJeater', 'name': 'Juliet Jeater', 'id': '751108839370526720'}, {'screen_name': 'AyoCaesar', 'name': 'Ash Sarkar', 'id': '619050616'}]",,,,,AyoCaesar
3947,1404471389055246342,1404374932520194049,2021-06-14 23:10:47 SE Asia Standard Time,2021-06-14,23:10:47,700,1255304410579849216,lauraweeniee,laura ☾,,@valenziie rest in peace,en,[],[],[],1,0,0,[],[],https://twitter.com/lauraweeniee/status/1404471389055246342,False,,0,,,,,,,,"{'screen_name': 'valenziie', 'name': 'lizzie !', 'id': '1372770044669620229'}]",,,,,valenziie
3951,1404471346323607552,1404411741782433805,2021-06-14 23:10:37 SE Asia Standard Time,2021-06-14,23:10:37,700,950647061833072645,carajanmalhotra,Rajan Malhotra,,@AnyBodyCanFly Very sad to hear..May her soul rest in peace..May almighty give you strength to overcome this irreparable loss..,en,[],[],[],1,0,0,[],[],https://twitter.com/CARajanMalhotra/status/1404471346323607552,False,,0,,,,,,,,"{'screen_name': 'AnyBodyCanFly', 'name': 'LearnLifeWealthTravel | Dream Big, Think Growth !!', 'id': '3310685269'}]",,,,,AnyBodyCanFly
3955,1404471304548454403,1404470824732696579,2021-06-14 23:10:27 SE Asia Standard Time,2021-06-14,23:10:27,700,1404313956827676674,ebosomusa,Musa eboso,,@citizentvkenya Rest In peace,en,[],[],[],1,0,1,[],[],https://twitter.com/EbosoMusa/status/1404471304548454403,False,,0,,,,,,,,"{'screen_name': 'citizentvkenya', 'name': 'Citizen TV Kenya', 'id': '70394965'}]",,,,,citizentvkenya
3959,1404471228669251596,1404419784100532227,2021-06-14 23:10:09 SE Asia Standard Time,2021-06-14,23:10:09,700,1401031227977654289,bethwelkipkoe12,Bethwel Kipkoech,,"@RadioCitizenFM Shocking,may his soul rest in peace",en,[],[],[],0,0,0,[],[],https://twitter.com/BethwelKipkoe12/status/1404471228669251596,False,,0,,,,,,,,"{'screen_name': 'RadioCitizenFM', 'name': 'Radio Citizen', 'id': '632859279'}]",,,,,RadioCitizenFM
3960,1404471207999721477,1404420988826263554,2021-06-14 23:10:04 SE Asia Standard Time,2021-06-14,23:10:04,700,1395683992888913924,mcjokoniah,mcJokoniah,,@Fchurii May he rest in peace 🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/McJokoniah/status/1404471207999721477,False,,0,,,,,,,,"{'screen_name': 'Fchurii', 'name': 'Francis Gachuri', 'id': '284946979'}]",,,,,Fchurii
3961,1404471195567800326,1404469835602530313,2021-06-14 23:10:01 SE Asia Standard Time,2021-06-14,23:10:01,700,279550269,robikochieng,Robi Koki Ochieng,,@ntvkenya Rest in Peace Mhesh,en,[],[],[],0,0,0,[],[],https://twitter.com/RobiKOchieng/status/1404471195567800326,False,,0,,,,,,,,"{'screen_name': 'ntvkenya', 'name': 'NTV Kenya', 'id': '25985333'}]",,,,,ntvkenya
3964,1404471167164063747,1404469626625572865,2021-06-14 23:09:54 SE Asia Standard Time,2021-06-14,23:09:54,700,971400661173665793,abaavictory,Abaa Victory 🇨🇦🇬🇭,,@JoyNewsOnTV Kept saying there should be petrol team during the day time too. Most people get robbed and killed during the day time. Rest In Peace Officer and Bystander.,en,[],[],[],1,0,2,[],[],https://twitter.com/AbaaVictory/status/1404471167164063747,False,,0,,,,,,,,"{'screen_name': 'JoyNewsOnTV', 'name': 'JoyNews', 'id': '610124383'}]",,,,,JoyNewsOnTV
3965,1404471128706281473,1314923746805776385,2021-06-14 23:09:45 SE Asia Standard Time,2021-06-14,23:09:45,700,1291546263242936321,moetz_04,han¡ ; Rest In Peace.,,@B_hundred_Hyun Baekhyun pa kabar🥺😭,in,[],[],[],0,0,0,[],[],https://twitter.com/Moetz_04/status/1404471128706281473,False,,0,,,,,,,,"{'screen_name': 'B_hundred_Hyun', 'name': 'Baekhyun_EXO', 'id': '1000214682530074624'}]",,,,,B_hundred_Hyun
3967,1404471105658798080,1404469835602530313,2021-06-14 23:09:40 SE Asia Standard Time,2021-06-14,23:09:40,700,1923025759,peterkibe17,peter kibe,,@ntvkenya Rest in peace Jakoyo Midiwo,ht,[],[],[],0,0,0,[],[],https://twitter.com/peterkibe17/status/1404471105658798080,False,,0,,,,,,,,"{'screen_name': 'ntvkenya', 'name': 'NTV Kenya', 'id': '25985333'}]",,,,,ntvkenya
3968,1404471085693685760,1404411741782433805,2021-06-14 23:09:35 SE Asia Standard Time,2021-06-14,23:09:35,700,2831606953,frugal_investor,Frugal Investor,,@AnyBodyCanFly Very sad incident! May her soul rest in eternal peace.,en,[],[],[],0,0,1,[],[],https://twitter.com/Frugal_Investor/status/1404471085693685760,False,,0,,,,,,,,"{'screen_name': 'AnyBodyCanFly', 'name': 'LearnLifeWealthTravel | Dream Big, Think Growth !!', 'id': '3310685269'}]",,,,,AnyBodyCanFly
3969,1404471059563257860,1404407408181587976,2021-06-14 23:09:29 SE Asia Standard Time,2021-06-14,23:09:29,700,1352340937863696385,justanotherbei9,justanotherbeing,,"@Joshuajered My god. These white supremacist lunatics have to be stopped. Rest in Peace, #DeonaMarie. 😢",en,[],[],[],0,0,0,['deonamarie'],[],https://twitter.com/justanotherbei9/status/1404471059563257860,False,,0,,,,,,,,"{'screen_name': 'Joshuajered', 'name': 'ᒍOSᕼᑌᗩ ᒍEᖇEᗪ', 'id': '969410232240635905'}]",,,,,Joshuajered
3971,1404471034150072327,1404457863695810561,2021-06-14 23:09:23 SE Asia Standard Time,2021-06-14,23:09:23,700,1344545948987498496,bwrshp,Born2Wrshp,,@BBCNews Life w/out parole...for both of them.  May this young woman rest in peace...,en,[],[],[],0,0,2,[],[],https://twitter.com/BWrshp/status/1404471034150072327,False,,0,,,,,,,,"{'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': '612473'}]",,,,,BBCNews
3974,1404471025644015618,1404466774905704450,2021-06-14 23:09:20 SE Asia Standard Time,2021-06-14,23:09:20,700,162834216,usamasandhu,Usama Sandhu,,@abbasnasir59 May they all rest in peace. And may the perpetrators be caught soon.,en,[],[],[],0,0,0,[],[],https://twitter.com/USamAsandhu/status/1404471025644015618,False,,0,,,,,,,,"{'screen_name': 'abbasnasir59', 'name': 'Abbas Nasir', 'id': '228713457'}]",,,,,abbasnasir59
3976,1404471018421432324,1404405420769177601,2021-06-14 23:09:19 SE Asia Standard Time,2021-06-14,23:09:19,700,92199435,bidam_ii,ya’,,@DJRoJay My condolences brother. May he Rest In Peace. Love and prayers for you and the family.,en,[],[],[],1,0,1,[],[],https://twitter.com/bidam_II/status/1404471018421432324,False,,0,,,,,,,,"{'screen_name': 'DJRoJay', 'name': 'The 18th Gemini.', 'id': '37084123'}]",,,,,DJRoJay
3978,1404471004085293057,1404469835602530313,2021-06-14 23:09:15 SE Asia Standard Time,2021-06-14,23:09:15,700,1400521888569475074,felixetyang11,FELIX ETYANG,,@ntvkenya May His Soul Rest in eternal peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/FELIXETYANG11/status/1404471004085293057,False,,0,,,,,,,,"{'screen_name': 'ntvkenya', 'name': 'NTV Kenya', 'id': '25985333'}]",,,,,ntvkenya
3983,1404470938997985281,1404231206493986817,2021-06-14 23:09:00 SE Asia Standard Time,2021-06-14,23:09:00,700,792812950537007104,stariayo,Staria,,"@van_0nwheels O7 to your hand, may it rest in peace",en,[],[],[],0,0,0,[],[],https://twitter.com/Stariayo/status/1404470938997985281,False,,0,,,,,,,,"{'screen_name': 'van_0nwheels', 'name': 'VAN! 🍄🏳️\u200d🌈', 'id': '1327336357967122433'}]",,,,,van_0nwheels
3984,1404470911537881093,1404423226428575744,2021-06-14 23:08:53 SE Asia Standard Time,2021-06-14,23:08:53,700,767063996654505984,pakijo25,PAKIJO BEJO 🇮🇩 😍,,@YuniKartika73 Rest in Peace pahlawan bulutangkis Indonesia. Terima kasih sdh mengharumkan nama bangsa dgn tepokan raket dan tetesan peluhmu di lapangan 🙏🙏🙏,in,[],[],[],1,0,1,[],[],https://twitter.com/pakijo25/status/1404470911537881093,False,,0,,,,,,,,"{'screen_name': 'YuniKartika73', 'name': 'YUNI KARTIKA', 'id': '1095913278'}]",,,,,YuniKartika73
3987,1404470890079916040,1404469835602530313,2021-06-14 23:08:48 SE Asia Standard Time,2021-06-14,23:08:48,700,1086602514089299969,weldonl52437977,Weldon Langat,,"@ntvkenya He was one of those few leaders who when he rose to  speak even the birds would stop singing and pay attention to hear what he would say,may his soul rest in peace",en,[],[],[],0,0,4,[],[],https://twitter.com/WeldonL52437977/status/1404470890079916040,False,,0,,,,,,,,"{'screen_name': 'ntvkenya', 'name': 'NTV Kenya', 'id': '25985333'}]",,,,,ntvkenya
3988,1404470853480321032,1404464757365567492,2021-06-14 23:08:39 SE Asia Standard Time,2021-06-14,23:08:39,700,1298520433549914118,wenskexing,asha,,@TlANYAKE i said rest well NOT REST IN PEACE,en,[],[],[],1,0,0,[],[],https://twitter.com/wenskexing/status/1404470853480321032,False,,0,,,,,,,,"{'screen_name': 'TlANYAKE', 'name': 'julien, MILF yin yu enjoyer', 'id': '1382071086582480899'}]",,,,,TlANYAKE
3989,1404470842789146631,1404311180957687809,2021-06-14 23:08:37 SE Asia Standard Time,2021-06-14,23:08:37,700,1269254331452264449,toxic_goodies,Trio Mio Stan Account.,,@CKirubi Rest in Peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/Toxic_Goodies/status/1404470842789146631,False,,0,,,,,,,,"{'screen_name': 'CKirubi', 'name': 'Chris Kirubi', 'id': '39520708'}]",,,,,CKirubi
3990,1404470809381552139,1404467107094482955,2021-06-14 23:08:29 SE Asia Standard Time,2021-06-14,23:08:29,700,984144393119719424,sairie4,Sairie,,@K24Tv my condolences to his family and friends. may he rest in peace. may God console his family.,en,[],[],[],0,0,0,[],[],https://twitter.com/Sairie4/status/1404470809381552139,False,,0,,,,,,,,"{'screen_name': 'K24Tv', 'name': 'K24 TV', 'id': '20087934'}]",,,,,K24Tv
3993,1404470732562653191,1404467737351446528,2021-06-14 23:08:11 SE Asia Standard Time,2021-06-14,23:08:11,700,949605829119848448,jjkdilfs,shatoru⁷♡• BTS DAY!,,@ynerency LET HIM REST IN PEACE,en,[],[],[],0,0,0,[],[],https://twitter.com/jjkdilfs/status/1404470732562653191,False,,0,,,,,,,,"{'screen_name': 'ynerency', 'name': 'vera furry╰⋃╯', 'id': '1353980520497987584'}]",,,,,ynerency
3996,1404470653546156032,1404211459903692803,2021-06-14 23:07:52 SE Asia Standard Time,2021-06-14,23:07:52,700,1255968508468498435,talha_goat,Talha🐐 (RIP Alex🙏) May your soul rest in peace,,@Vinnie8198 @SenorFlopper @FCB_Mystic @ReshadRahman_ @FabrizioRomano  https://t.co/tNnCC3V95h,und,[],[],['https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png'],0,0,1,[],[],https://twitter.com/Talha_GOAT/status/1404470653546156032,False,,1,https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png,,,,,,,"{'screen_name': 'Vinnie8198', 'name': 'Vinnie', 'id': '1043442920664137728'}, {'screen_name': 'SenorFlopper', 'name': 'Senor Umtiti 🇲🇽🇦🇷🇪🇸', 'id': '1253804629197852672'}, {'screen_name': 'FCB_Mystic', 'name': 'Mystic 🇲🇽', 'id': '1299420981526777858'}, {'screen_name': 'ReshadRahman_', 'name': 'Reshad Rahman ✆', 'id': '1064455718445740032'}]",,,,,Vinnie8198
3996,1404470653546156032,1404211459903692803,2021-06-14 23:07:52 SE Asia Standard Time,2021-06-14,23:07:52,700,1255968508468498435,talha_goat,Talha🐐 (RIP Alex🙏) May your soul rest in peace,,@Vinnie8198 @SenorFlopper @FCB_Mystic @ReshadRahman_ @FabrizioRomano  https://t.co/tNnCC3V95h,und,[],[],['https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png'],0,0,1,[],[],https://twitter.com/Talha_GOAT/status/1404470653546156032,False,,1,https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png,,,,,,,"{'screen_name': 'Vinnie8198', 'name': 'Vinnie', 'id': '1043442920664137728'}, {'screen_name': 'SenorFlopper', 'name': 'Senor Umtiti 🇲🇽🇦🇷🇪🇸', 'id': '1253804629197852672'}, {'screen_name': 'FCB_Mystic', 'name': 'Mystic 🇲🇽', 'id': '1299420981526777858'}, {'screen_name': 'ReshadRahman_', 'name': 'Reshad Rahman ✆', 'id': '1064455718445740032'}]",,,,,SenorFlopper
3996,1404470653546156032,1404211459903692803,2021-06-14 23:07:52 SE Asia Standard Time,2021-06-14,23:07:52,700,1255968508468498435,talha_goat,Talha🐐 (RIP Alex🙏) May your soul rest in peace,,@Vinnie8198 @SenorFlopper @FCB_Mystic @ReshadRahman_ @FabrizioRomano  https://t.co/tNnCC3V95h,und,[],[],['https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png'],0,0,1,[],[],https://twitter.com/Talha_GOAT/status/1404470653546156032,False,,1,https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png,,,,,,,"{'screen_name': 'Vinnie8198', 'name': 'Vinnie', 'id': '1043442920664137728'}, {'screen_name': 'SenorFlopper', 'name': 'Senor Umtiti 🇲🇽🇦🇷🇪🇸', 'id': '1253804629197852672'}, {'screen_name': 'FCB_Mystic', 'name': 'Mystic 🇲🇽', 'id': '1299420981526777858'}, {'screen_name': 'ReshadRahman_', 'name': 'Reshad Rahman ✆', 'id': '1064455718445740032'}]",,,,,FCB_Mystic
3996,1404470653546156032,1404211459903692803,2021-06-14 23:07:52 SE Asia Standard Time,2021-06-14,23:07:52,700,1255968508468498435,talha_goat,Talha🐐 (RIP Alex🙏) May your soul rest in peace,,@Vinnie8198 @SenorFlopper @FCB_Mystic @ReshadRahman_ @FabrizioRomano  https://t.co/tNnCC3V95h,und,[],[],['https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png'],0,0,1,[],[],https://twitter.com/Talha_GOAT/status/1404470653546156032,False,,1,https://pbs.twimg.com/media/E32ujFXWEAwGbpi.png,,,,,,,"{'screen_name': 'Vinnie8198', 'name': 'Vinnie', 'id': '1043442920664137728'}, {'screen_name': 'SenorFlopper', 'name': 'Senor Umtiti 🇲🇽🇦🇷🇪🇸', 'id': '1253804629197852672'}, {'screen_name': 'FCB_Mystic', 'name': 'Mystic 🇲🇽', 'id': '1299420981526777858'}, {'screen_name': 'ReshadRahman_', 'name': 'Reshad Rahman ✆', 'id': '1064455718445740032'}]",,,,,ReshadRahman_
4000,1404470617378803712,1404468207466037251,2021-06-14 23:07:43 SE Asia Standard Time,2021-06-14,23:07:43,700,446501184,inkredible_b,2Legit2quit,,@tv3_ghana Tv3 What is the position of the man? he's really a driver as stated in the story? put the the factual information out. May the wife rest in peace,en,[],[],[],0,0,4,[],[],https://twitter.com/Inkredible_B/status/1404470617378803712,False,,0,,,,,,,,"{'screen_name': 'tv3_ghana', 'name': '#TV3GH', 'id': '2530363285'}]",,,,,tv3_ghana
4001,1404470608650403847,1404470030956339202,2021-06-14 23:07:41 SE Asia Standard Time,2021-06-14,23:07:41,700,1291546263242936321,moetz_04,han¡ ; Rest In Peace.,,@nzwa131pcy Bersama,in,[],[],[],1,0,0,[],[],https://twitter.com/Moetz_04/status/1404470608650403847,False,,0,,,,,,,,"{'screen_name': 'nzwa131pcy', 'name': 'Naa131🐯🍒', 'id': '1248314013009596418'}]",,,,,nzwa131pcy
4002,1404470604531699712,1404336165101129733,2021-06-14 23:07:40 SE Asia Standard Time,2021-06-14,23:07:40,700,1037265261890551809,just_some_t,T.,,@TombofAsh Rest In Peace 💔,en,[],[],[],0,0,1,[],[],https://twitter.com/just_some_T/status/1404470604531699712,False,,0,,,,,,,,"{'screen_name': 'TombofAsh', 'name': 'Tomb of Ash 🐝 #TRAE', 'id': '4927744305'}]",,,,,TombofAsh
4003,1404470585044848643,1404427036483932163,2021-06-14 23:07:35 SE Asia Standard Time,2021-06-14,23:07:35,700,1065275885031288832,pohonnpalem,ヤラ yar ◡̈,,@BadmintonTalk Rest in Peace…,en,[],[],[],0,0,0,[],[],https://twitter.com/pohonnpalem/status/1404470585044848643,False,,0,,,,,,,,"{'screen_name': 'BadmintonTalk', 'name': 'Badminton Talk', 'id': '2941773157'}]",,,,,BadmintonTalk
4004,1404470580926201857,1404451984510492679,2021-06-14 23:07:34 SE Asia Standard Time,2021-06-14,23:07:34,700,1247181260671332352,yuripetuh,⍰ 𝚠𝚑𝚢 ⍰ rest in peace,,@nomummrr Я не читал,ru,[],[],[],1,0,1,[],[],https://twitter.com/YuriPetuh/status/1404470580926201857,False,,0,,,,,,,,"{'screen_name': 'nomummrr', 'name': 'mmrr🌙', 'id': '1323238213100646401'}]",,,,,nomummrr
4006,1404470568771018753,1404217306696220677,2021-06-14 23:07:32 SE Asia Standard Time,2021-06-14,23:07:32,700,1109139154808524801,slider19831,slider1983,,@BurnettRM Rest in peace.  https://t.co/WsyTOhQl9i,en,[],['https://www.youtube.com/watch?v=-p-lyApnTZ4'],[],0,0,0,[],[],https://twitter.com/slider19831/status/1404470568771018753,False,,0,,,,,,,,"{'screen_name': 'BurnettRM', 'name': 'Robert Meyer Burnett, Viceroy of Verisimilitude', 'id': '120701995'}]",,,,,BurnettRM
4007,1404470544569798666,1404442270267449344,2021-06-14 23:07:26 SE Asia Standard Time,2021-06-14,23:07:26,700,993038533,fong_janet,janet fong,,@SyifaMaulani7 Oh sorry to hear that wish him Rest In Peace 🙏🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/fong_janet/status/1404470544569798666,False,,0,,,,,,,,"{'screen_name': 'SyifaMaulani7', 'name': 'Syifa Maulani', 'id': '136239085'}]",,,,,SyifaMaulani7
4008,1404470513003503617,1384963358265417732,2021-06-14 23:07:18 SE Asia Standard Time,2021-06-14,23:07:18,700,1314754879479373824,kittenjaem,Cessie,,@kdyodoy Rest in peace bulan,en,[],[],[],0,0,0,[],[],https://twitter.com/kittenjaem/status/1404470513003503617,False,,0,,,,,,,,"{'screen_name': 'kdyodoy', 'name': 'manusia kuat 👉🏻', 'id': '1327537314755592195'}]",,,,,kdyodoy
4011,1404470466438254593,1404399638329716742,2021-06-14 23:07:07 SE Asia Standard Time,2021-06-14,23:07:07,700,1122367967591665665,dionelthe,The Real Dionel Or Dante,,@ShadKuroi @thegamersjoint May he rest in peace what a legend,en,[],[],[],0,0,0,[],[],https://twitter.com/DionelThe/status/1404470466438254593,False,,0,,,,,,,,"{'screen_name': 'ShadKuroi', 'name': 'Shad', 'id': '1288691997155504128'}, {'screen_name': 'thegamersjoint', 'name': 'Cynical', 'id': '583530527'}]",,,,,ShadKuroi
4011,1404470466438254593,1404399638329716742,2021-06-14 23:07:07 SE Asia Standard Time,2021-06-14,23:07:07,700,1122367967591665665,dionelthe,The Real Dionel Or Dante,,@ShadKuroi @thegamersjoint May he rest in peace what a legend,en,[],[],[],0,0,0,[],[],https://twitter.com/DionelThe/status/1404470466438254593,False,,0,,,,,,,,"{'screen_name': 'ShadKuroi', 'name': 'Shad', 'id': '1288691997155504128'}, {'screen_name': 'thegamersjoint', 'name': 'Cynical', 'id': '583530527'}]",,,,,thegamersjoint
4012,1404470439418736646,1404467719634927618,2021-06-14 23:07:01 SE Asia Standard Time,2021-06-14,23:07:01,700,3253415973,jawaremakokha,PAAPA Jaware Jafari,,@davidmakali1 Let him rest in eternal peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/JawareMakokha/status/1404470439418736646,False,,0,,,,,,,,"{'screen_name': 'davidmakali1', 'name': 'David Makali', 'id': '449211583'}]",,,,,davidmakali1
4014,1404470417339949058,1404469748839104514,2021-06-14 23:06:55 SE Asia Standard Time,2021-06-14,23:06:55,700,4395017015,mercienjerii,Mercy Njeri,,@JimmiGathu @honkabogo May he rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/MercieNjerii/status/1404470417339949058,False,,0,,,,,,,,"{'screen_name': 'JimmiGathu', 'name': 'Jimmi Gathu', 'id': '223419233'}, {'screen_name': 'honkabogo', 'name': 'Hon. William Kabogo', 'id': '275081037'}]",,,,,JimmiGathu
4014,1404470417339949058,1404469748839104514,2021-06-14 23:06:55 SE Asia Standard Time,2021-06-14,23:06:55,700,4395017015,mercienjerii,Mercy Njeri,,@JimmiGathu @honkabogo May he rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/MercieNjerii/status/1404470417339949058,False,,0,,,,,,,,"{'screen_name': 'JimmiGathu', 'name': 'Jimmi Gathu', 'id': '223419233'}, {'screen_name': 'honkabogo', 'name': 'Hon. William Kabogo', 'id': '275081037'}]",,,,,honkabogo
4015,1404470394623467526,1404451447463239685,2021-06-14 23:06:50 SE Asia Standard Time,2021-06-14,23:06:50,700,245049695,woolydub,RIP In Peace to the GOAT of All Time 🐐,,"@NoelFB so you've been radicalized, quit the games industry, and are going into property law to fight for the oppressed or this is just a tweet?",en,[],[],[],1,0,0,[],[],https://twitter.com/woolydub/status/1404470394623467526,False,,0,,,,,,,,"{'screen_name': 'NoelFB', 'name': 'Noel Berry', 'id': '20282537'}]",,,,,NoelFB
4019,1404470368950095872,1404465267053375498,2021-06-14 23:06:44 SE Asia Standard Time,2021-06-14,23:06:44,700,367050948,vinod_bansi,Vinod Sharma Bansi,,@LeighHereNow @corporealwrite @LidiaYuknavitch @tumblehawk 🙏Om Shanti 🙏 May her soul rest in peace. Amen 🙏,en,[],[],[],1,0,1,[],[],https://twitter.com/Vinod_Bansi/status/1404470368950095872,False,,0,,,,,,,,"{'screen_name': 'LeighHereNow', 'name': 'Leigh Hopkins 🏳️\u200d🌈', 'id': '2962384847'}, {'screen_name': 'corporealwrite', 'name': 'corporealwriting', 'id': '4314932592'}, {'screen_name': 'LidiaYuknavitch', 'name': 'Lidia Yuknavitch', 'id': '749756090'}, {'screen_name': 'tumblehawk', 'name': '(((Daniel Isaiah Elder)))', 'id': '128351318'}]",,,,,LeighHereNow
4019,1404470368950095872,1404465267053375498,2021-06-14 23:06:44 SE Asia Standard Time,2021-06-14,23:06:44,700,367050948,vinod_bansi,Vinod Sharma Bansi,,@LeighHereNow @corporealwrite @LidiaYuknavitch @tumblehawk 🙏Om Shanti 🙏 May her soul rest in peace. Amen 🙏,en,[],[],[],1,0,1,[],[],https://twitter.com/Vinod_Bansi/status/1404470368950095872,False,,0,,,,,,,,"{'screen_name': 'LeighHereNow', 'name': 'Leigh Hopkins 🏳️\u200d🌈', 'id': '2962384847'}, {'screen_name': 'corporealwrite', 'name': 'corporealwriting', 'id': '4314932592'}, {'screen_name': 'LidiaYuknavitch', 'name': 'Lidia Yuknavitch', 'id': '749756090'}, {'screen_name': 'tumblehawk', 'name': '(((Daniel Isaiah Elder)))', 'id': '128351318'}]",,,,,corporealwrite
4019,1404470368950095872,1404465267053375498,2021-06-14 23:06:44 SE Asia Standard Time,2021-06-14,23:06:44,700,367050948,vinod_bansi,Vinod Sharma Bansi,,@LeighHereNow @corporealwrite @LidiaYuknavitch @tumblehawk 🙏Om Shanti 🙏 May her soul rest in peace. Amen 🙏,en,[],[],[],1,0,1,[],[],https://twitter.com/Vinod_Bansi/status/1404470368950095872,False,,0,,,,,,,,"{'screen_name': 'LeighHereNow', 'name': 'Leigh Hopkins 🏳️\u200d🌈', 'id': '2962384847'}, {'screen_name': 'corporealwrite', 'name': 'corporealwriting', 'id': '4314932592'}, {'screen_name': 'LidiaYuknavitch', 'name': 'Lidia Yuknavitch', 'id': '749756090'}, {'screen_name': 'tumblehawk', 'name': '(((Daniel Isaiah Elder)))', 'id': '128351318'}]",,,,,LidiaYuknavitch
4019,1404470368950095872,1404465267053375498,2021-06-14 23:06:44 SE Asia Standard Time,2021-06-14,23:06:44,700,367050948,vinod_bansi,Vinod Sharma Bansi,,@LeighHereNow @corporealwrite @LidiaYuknavitch @tumblehawk 🙏Om Shanti 🙏 May her soul rest in peace. Amen 🙏,en,[],[],[],1,0,1,[],[],https://twitter.com/Vinod_Bansi/status/1404470368950095872,False,,0,,,,,,,,"{'screen_name': 'LeighHereNow', 'name': 'Leigh Hopkins 🏳️\u200d🌈', 'id': '2962384847'}, {'screen_name': 'corporealwrite', 'name': 'corporealwriting', 'id': '4314932592'}, {'screen_name': 'LidiaYuknavitch', 'name': 'Lidia Yuknavitch', 'id': '749756090'}, {'screen_name': 'tumblehawk', 'name': '(((Daniel Isaiah Elder)))', 'id': '128351318'}]",,,,,tumblehawk
4020,1404470363447250945,1403896641325838342,2021-06-14 23:06:43 SE Asia Standard Time,2021-06-14,23:06:43,700,726012744172974080,bunmi_thompson,Bunmi Shaw Thompson,,@DeleMomodu And you do well giving back....May his gentle soul rest in peace..🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/bunmi_thompson/status/1404470363447250945,False,,0,,,,,,,,"{'screen_name': 'DeleMomodu', 'name': 'Dele Momodu Ovation', 'id': '25238117'}]",,,,,DeleMomodu
4021,1404470351443107842,1404464903369506825,2021-06-14 23:06:40 SE Asia Standard Time,2021-06-14,23:06:40,700,1365870159370416133,austinmaccabee,80YouerOnESPNradio,,@LeBatardShow The late great Frank Layden.  Rest in peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/AustinMaccabee/status/1404470351443107842,False,,0,,,,,,,,"{'screen_name': 'LeBatardShow', 'name': 'Dan Le Batard Show with Stugotz', 'id': '23234807'}]",,,,,LeBatardShow
4025,1404470260569358339,1404467492769173508,2021-06-14 23:06:18 SE Asia Standard Time,2021-06-14,23:06:18,700,701610828668264449,gachinisson,The 48 deep states🆗,,@Rein_Asamo What the hell!! The only sober debater of his time that I knew. May he rest in perfect peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/Gachinisson/status/1404470260569358339,False,,0,,,,,,,,"{'screen_name': 'Rein_Asamo', 'name': 'Rein', 'id': '726483493438513152'}]",,,,,Rein_Asamo
4027,1404470251157221380,1404436020255330310,2021-06-14 23:06:16 SE Asia Standard Time,2021-06-14,23:06:16,700,1291546263242936321,moetz_04,han¡ ; Rest In Peace.,,@ninetyflour Erina jamet kesayangan jeki🤩🤩,in,[],[],[],1,0,0,[],[],https://twitter.com/Moetz_04/status/1404470251157221380,False,,0,,,,,,,,"{'screen_name': 'ninetyflour', 'name': 'Charlotte 🍣', 'id': '1376368274548482051'}]",,,,,ninetyflour
4029,1404470235093102595,1404468065925046278,2021-06-14 23:06:12 SE Asia Standard Time,2021-06-14,23:06:12,700,1266308556,jaynarayanp,JAY NARAYAN PATNAIK,,@SangmaConrad Highly unfortunate and untimely. Prayers for His Soul to Rest in Peace. Om Shanti 🙏🙏🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/jaynarayanp/status/1404470235093102595,False,,0,,,,,,,,"{'screen_name': 'SangmaConrad', 'name': 'Conrad Sangma', 'id': '3258071491'}]",,,,,SangmaConrad
